0,order_id,quantity,item_name,choice_description,item_price
256,110,1,Barbacoa Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",$9.25 
257,111,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
258,111,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 
259,112,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.99 
260,112,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.99 
261,113,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",$8.99 
262,113,1,Canned Soda,[Mountain Dew],$1.09 
263,114,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
264,114,1,Canned Soft Drink,[Coke],$1.25 
265,115,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice]]",$8.99 
266,115,1,Chips and Fresh Tomato Salsa,,$2.39 
267,116,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$9.25 
268,116,1,Chips and Fresh Tomato Salsa,,$2.95 
269,117,1,Barbacoa Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.99 
270,117,1,Chips and Guacamole,,$3.99 
271,118,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
272,118,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
273,119,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
274,119,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
275,120,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",$8.49 
276,120,1,Side of Chips,,$1.69 
277,121,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream]]",$8.49 
278,121,1,Chips and Guacamole,,$3.99 
279,122,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Lettuce]]",$8.99 
280,122,1,Side of Chips,,$1.69 
281,122,1,Canned Soda,[Coca Cola],$1.09 
282,123,2,Steak Salad Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Guacamole]]",$23.78 
283,124,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$17.50 
284,124,1,Chips,,$2.15 
285,124,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
286,125,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Lettuce]]",$9.25 
287,125,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
288,125,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
289,125,1,Chips and Guacamole,,$4.45 
290,126,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
291,126,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]",$11.25 
292,127,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.25 
293,127,1,Canned Soft Drink,[Sprite],$1.25 
294,128,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",$9.25 
295,128,1,Chips and Guacamole,,$4.45 
296,128,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice]]",$11.25 
297,129,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole]]",$11.75 
298,129,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole]]",$11.75 
299,129,1,6 Pack Soft Drink,[Sprite],$6.49 
300,130,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Lettuce]",$8.99 
301,130,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
302,131,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
303,131,1,Chips and Fresh Tomato Salsa,,$2.39 
304,132,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
305,132,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
306,132,1,Chips,,$2.15 
307,133,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",$8.99 
308,133,1,Side of Chips,,$1.69 
309,134,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 
310,134,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
311,134,1,Chips,,$2.15 
312,135,1,Chips and Guacamole,,$4.45 
313,135,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
314,136,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Fajita Veggies]",$8.49 
315,136,1,Steak Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Lettuce]]",$8.99 
316,137,2,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$17.50 
317,138,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]]",$8.49 
318,138,1,Canned Soda,[Diet Coke],$1.09 
319,138,1,Bottled Water,,$1.09 
320,139,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]",$8.75 
321,139,1,Canned Soft Drink,[Coke],$1.25 
322,139,1,Chips,,$2.15 
323,140,1,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]]",$11.08 
324,141,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
325,141,1,Chicken Soft Tacos,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Lettuce]]",$8.49 
326,142,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), Rice]",$8.99 
327,142,1,Chips and Fresh Tomato Salsa,,$2.39 
328,143,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",$8.75 
329,143,1,Chips,,$2.15 
330,143,1,Bottled Water,,$1.50 
331,144,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
332,144,1,Chips,,$2.15 
333,145,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
334,145,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream]]",$8.49 
335,146,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.75 
336,146,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$9.25 
337,147,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Cheese, Guacamole, Lettuce]]",$11.75 
338,147,1,Canned Soft Drink,[Coke],$1.25 
339,148,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
340,148,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
341,148,1,Chips and Guacamole,,$4.45 
342,148,1,6 Pack Soft Drink,[Diet Coke],$6.49 
343,149,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
344,149,1,Chips and Fresh Tomato Salsa,,$2.95 
345,149,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole, Lettuce]]",$11.25 
346,149,1,Chips and Guacamole,,$4.45 
347,149,1,Canned Soft Drink,[Lemonade],$1.25 
348,149,1,Canned Soft Drink,[Sprite],$1.25 
349,150,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
350,150,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
351,150,2,Canned Soda,[Diet Coke],$2.18 
352,151,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",$8.49 
353,151,2,Canned Soda,[Coca Cola],$2.18 
354,152,2,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]]",$22.16 
355,153,2,Chicken Soft Tacos,"[Fresh Tomato Salsa, Sour Cream]",$17.50 
356,154,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
357,154,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
358,154,1,6 Pack Soft Drink,[Coke],$6.49 
359,155,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]]",$8.99 
360,155,1,Izze,[Blackberry],$3.39 
361,155,1,Izze,[Grapefruit],$3.39 
362,156,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Lettuce]]",$8.99 
363,156,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.49 
364,157,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
365,157,1,Chips,,$2.15 
366,158,1,Chicken Crispy Tacos,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
367,158,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
368,159,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
369,159,1,Canned Soft Drink,[Diet Coke],$1.25 
370,160,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Cheese, Sour Cream, Lettuce]]",$8.99 
371,160,1,Canned Soda,[Diet Coke],$1.09 
372,161,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
373,161,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
374,162,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
375,162,1,Chips and Fresh Tomato Salsa,,$2.95 
376,163,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.75 
377,163,1,Bottled Water,,$1.50 
378,164,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",$8.99 
379,164,1,Canned Soda,[Mountain Dew],$1.09 
380,165,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.25 
381,165,1,Canned Soft Drink,[Coke],$1.25 
382,165,1,Canned Soft Drink,[Coke],$1.25 
383,166,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",$11.25 
384,166,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
385,166,1,Chips,,$2.15 
386,167,1,Barbacoa Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
387,167,1,Side of Chips,,$1.69 
388,168,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
389,168,1,6 Pack Soft Drink,[Diet Coke],$6.49 
390,169,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",$8.75 
391,169,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",$9.25 
392,170,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
393,170,1,Chips and Guacamole,,$4.45 
394,170,1,Canned Soft Drink,[Coke],$1.25 
395,171,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, Guacamole]",$11.25 
396,171,1,Chips and Guacamole,,$4.45 
397,172,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
398,172,1,Barbacoa Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
399,173,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]]",$8.49 
400,173,1,Carnitas Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Lettuce]]",$8.99 
401,174,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
402,174,1,Canned Soft Drink,[Sprite],$1.25 
403,175,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
404,175,1,Canned Soft Drink,[Coke],$1.25 
405,176,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
406,176,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
407,176,1,Chips and Guacamole,,$4.45 
408,177,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
409,177,1,Chips,,$2.15 
410,178,3,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce]]",$32.94 
411,179,1,Canned Soft Drink,[Coke],$1.25 
412,179,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
413,180,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
414,180,1,Side of Chips,,$1.69 
415,180,1,Canned Soda,[Dr. Pepper],$1.09 
416,181,2,Chicken Bowl,[Tomatillo Red Chili Salsa],$17.50 
417,182,1,Chips and Guacamole,,$4.45 
418,182,1,6 Pack Soft Drink,[Diet Coke],$6.49 
419,182,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$9.25 
420,183,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
421,183,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
422,184,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
423,184,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Lettuce]]",$8.75 
424,184,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
425,184,1,Chips,,$2.15 
426,184,1,Chips and Fresh Tomato Salsa,,$2.95 
427,185,2,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$17.50 
428,186,1,Chicken Soft Tacos,"[[Tomatillo-Red Chili Salsa (Hot), Roasted Chili Corn Salsa (Medium)], [Guacamole, Cheese, Sour Cream]]",$10.98 
429,186,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",$11.48 
430,186,1,Barbacoa Crispy Tacos,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Sour Cream, Guacamole]]",$11.48 
431,186,1,Izze,[Grapefruit],$3.39 
432,187,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
433,187,1,Side of Chips,,$1.69 
434,188,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
435,188,1,Canned Soda,[Coca Cola],$1.09 
436,189,1,Veggie Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce]]",$10.98 
437,189,1,Nantucket Nectar,[Pomegranate Cherry],$3.39 
438,190,1,Steak Crispy Tacos,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Cheese, Sour Cream]]",$8.99 
439,190,1,Canned Soda,[Dr. Pepper],$1.09 
440,191,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
441,191,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
442,192,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
443,192,1,Chips and Guacamole,,$4.45 
444,192,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
445,192,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
446,193,3,Bowl,"[Braised Carnitas, Pinto Beans, [Sour Cream, Cheese, Cilantro-Lime Rice]]",$22.20 
447,194,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese]]",$8.49 
448,194,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
449,195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
450,195,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 
451,195,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
452,195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$8.75 
453,195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
454,195,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$9.25 
455,195,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
456,195,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
457,196,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 
458,196,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
459,196,1,Chips and Fresh Tomato Salsa,,$2.95 
460,196,1,Canned Soft Drink,[Coke],$1.25 
461,197,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
462,197,1,Side of Chips,,$1.69 
463,198,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
464,198,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
465,199,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",$8.75 
466,199,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
467,199,1,Chips and Guacamole,,$4.45 
468,200,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
469,200,1,Chips and Guacamole,,$3.99 
470,201,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",$8.49 
471,201,1,Chips and Guacamole,,$3.99 
472,202,1,Barbacoa Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Guacamole]]",$11.48 
473,202,1,Side of Chips,,$1.69 
474,202,1,Canned Soda,[Diet Dr. Pepper],$1.09 
475,203,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",$11.25 
476,203,1,Bottled Water,,$1.50 
477,204,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese]]",$10.58 
478,204,1,Side of Chips,,$1.69 
479,205,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
480,205,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
481,205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$8.75 
482,205,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
483,205,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
484,205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
485,205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$8.75 
486,205,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, Guacamole]",$11.75 
487,205,1,Chicken Burrito,"[Fresh Tomato Salsa, Cheese]",$8.75 
488,205,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
489,205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
490,205,1,Chips,,$2.15 
491,206,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]",$11.25 
492,206,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]",$11.75 
493,206,2,Canned Soft Drink,[Diet Coke],$2.50 
494,206,1,Chips and Guacamole,,$4.45 
495,207,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese]]",$9.25 
496,207,1,Chips and Guacamole,,$4.45 
497,207,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans]]",$11.25 
498,208,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese]]",$8.49 
499,208,1,Chips and Guacamole,,$3.99 
500,209,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Lettuce]]",$9.25 
501,209,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$9.25 
502,210,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",$11.25 
503,210,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$9.25 
504,211,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]]",$11.75 
505,211,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",$11.25 
506,212,1,Canned Soft Drink,[Lemonade],$1.25 
507,212,2,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$23.50 
508,212,1,Canned Soft Drink,[Coke],$1.25 
509,213,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), Rice]",$8.99 
510,213,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), Rice]",$8.49 
511,214,1,Burrito,"[Adobo-Marinated and Grilled Chicken, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",$7.40 
512,214,1,Burrito,"[Braised Barbacoa, Vegetarian Black Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice]]",$7.40 
513,215,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$8.75 
514,215,1,Canned Soft Drink,[Diet Coke],$1.25 
515,215,1,Chips and Guacamole,,$4.45 
516,215,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
517,215,1,Chips,,$2.15 
518,216,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
519,216,1,Chips and Guacamole,,$4.45 
520,217,1,Burrito,"[Braised Barbacoa, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",$7.40 
521,217,1,Crispy Tacos,[Adobo-Marinated and Grilled Steak],$7.40 
522,217,1,Crispy Tacos,[Adobo-Marinated and Grilled Chicken],$7.40 
